Train_Result,Actual_Result
69.62,69.66850728378121
81.14,81.13978293641175
35.06,34.93018131220171
79.7,79.70477217653857
67.1,67.16342729510802
53.6,53.648022260665876
33.44,33.83022994306071
58.64,58.65516186130392
73.4,73.31784757622304
55.22,55.071968020611
64.94,64.9557027130476
77.18,77.18107838569264
81.68,81.67878354512779
78.98,78.9491329086878
41.54,41.45313789524799
71.6,71.71565812163955
53.96,53.95974180692382
47.66,47.60166496594282
48.92,48.858029431376174
81.5,81.49271186372795
72.68,72.6743886295478
84.2,84.19469911042084
54.86,54.85218394368578
69.62,69.66850728378121
48.56,48.5318580019126
82.03999999999999,82.02383134970259
80.42,80.41737523248416
53.24,53.2787682438785
75.74000000000001,75.67020992285465
76.82,76.84720861164728
45.5,45.44913893107941
56.3,56.354953030617594
77.18,77.18107838569264
72.14,72.00805202460052
36.32,36.39046379134061
38.84,38.87791462689063
59.18,59.148458088731175
45.14,45.074231156655024
50.18,50.16271270859311
83.30000000000001,83.29677270572031
74.48,74.42554202068202
72.68,72.6743886295478
77.36,77.29570869127527
38.3,38.39427301031645
69.98,70.06755448757818
80.06,80.05459070633353
57.38,57.59078173785643
77.36,77.29570869127527
76.1,76.07705681634909
73.4,73.31784757622304
47.66,47.60166496594282
64.22,64.20272466140739
50.18,50.16271270859311
72.14,72.00805202460052
73.58000000000001,73.56447915517042
43.34,43.34403529472397
80.78,80.76715116650396
75.02,75.01336213195133
74.84,74.7810649711205
68.9,68.96609532592811
63.14,63.09747930177418
64.03999999999999,64.08682079961001
75.02,75.01336213195133
73.22,73.2229413482878
80.24000000000001,80.24079083509625
81.68,81.67878354512779
79.52,79.51579649962814
80.78,80.76715116650396
79.34,79.38507763457501
83.66,83.70110768545614
76.82,76.84720861164728
73.22,73.2229413482878
83.12,83.11109738719979
69.98,70.06755448757818
62.96,62.963771730605956
81.68,81.67878354512779
78.08000000000001,78.10149838797008
42.44,42.19231884323519
60.08,60.47972911751129
75.92,75.96366644811697
45.68,45.706933825392
60.8,60.85058328615706
40.64,40.69881448272404
59.72,59.28820768011142
61.34,61.142979969256714
62.24,62.28956275405346
48.92,48.858029431376174
77.72,77.71059303835729
22.46,24.406095949535306
69.25999999999999,69.07294820018944
73.22,73.2229413482878
80.96000000000001,80.96539682123964
75.56,75.58934961061097
41.72,41.81257123893394
71.24000000000001,70.99143547625059
60.08,60.47972911751129
78.44,78.44161637575768
67.64,67.69068865235009
58.64,58.65516186130392
59.36,59.148458088731175
81.32,81.31619313516113
62.78,62.909752791096096
77.53999999999999,77.58039723416148
39.02,39.2004211990817
80.6,80.59620262060517
80.78,80.76715116650396
80.78,80.76715116650396
55.22,55.071968020611
50.900000000000006,51.04251452244359
48.56,48.5318580019126
53.78,53.77930793491923
53.42,53.399148812473335
45.86,45.77840446682867
62.78,62.909752791096096
66.02,65.98835466717665
79.52,79.51579649962814
55.040000000000006,54.966152840702335
81.86,81.854748711697
59.72,59.28820768011142
41.18,41.247256023228324
52.34,52.38538332500633
59.18,59.148458088731175
78.08000000000001,78.10149838797008
48.02,48.18474397238711
39.92,39.941406873731346
42.08,42.121980246227956
65.12,64.9557027130476
68.36,68.1787563892101
59.900000000000006,60.47972911751129
54.68,54.64242325834838
75.92,75.96366644811697
82.22,82.199148488362
56.84,56.84249024061918
80.78,80.76715116650396
82.58000000000001,82.58443718930792
47.3,47.29349693743849
54.68,54.64242325834838
74.48,74.42554202068202
36.14,36.011989222384884
78.98,78.9491329086878
70.52,70.51616143405191
46.76,46.912625738546836
45.86,45.77840446682867
64.75999999999999,64.7240285390949
52.88,52.818370256809594
59.900000000000006,60.47972911751129
43.34,43.34403529472397
83.48,83.41756366811755
67.64,67.69068865235009
73.03999999999999,73.2229413482878
46.76,46.912625738546836
78.25999999999999,78.2540331174215
65.66,65.98835466717665
57.02,56.85933254579975
42.620000000000005,42.6867380721845
64.58000000000001,64.53507553812258
52.16,52.131877380452984
37.76,37.640859854239295
71.06,70.99143547625059
59.0,59.00163921022785
52.34,52.38538332500633
76.82,76.84720861164728
43.88,43.79138184421
77.53999999999999,77.58039723416148
50.900000000000006,51.04251452244359
63.86,63.93418193257619
70.88,70.79370820352331
42.26,42.19231884323519
73.75999999999999,73.81643773151258
29.48,29.43519741052364
78.44,78.44161637575768
44.42,44.3968621329173
38.48,38.39427301031645
48.56,48.5318580019126
51.44,51.5360558477659
50.36,50.16271270859311
51.44,51.5360558477659
80.24000000000001,80.24079083509625
75.02,75.01336213195133
67.82,67.82957613964938
52.7,52.63427576246027
77.36,77.29570869127527
54.68,54.64242325834838
48.92,48.858029431376174
61.52,61.142979969256714
57.56,57.67188172978227
47.48,47.48123459656737
44.24,44.27850711792306
32.54,32.36972534686591
69.08000000000001,69.05063017114985
76.82,76.84720861164728
64.94,64.9557027130476
37.94,38.02910677655021
80.42,80.41737523248416
71.06,70.99143547625059
47.48,47.48123459656737
52.34,52.38538332500633
45.14,45.074231156655024
75.74000000000001,75.67020992285465
74.84,74.7810649711205
47.66,47.60166496594282
64.75999999999999,64.7240285390949
80.24000000000001,80.24079083509625
37.22,37.26779371529183
73.4,73.31784757622304
63.86,63.93418193257619
78.62,78.60858583965066
54.14,54.144587648583524
53.96,53.95974180692382
74.66,74.63267701634119
60.08,60.47972911751129
80.6,80.59620262060517
66.56,66.40360398788575
40.82,40.73225765028506
78.80000000000001,78.80593032726553
69.80000000000001,69.8055107802847
74.84,74.7810649711205
63.14,63.09747930177418
82.94,82.9319431358283
66.56,66.40360398788575
62.24,62.28956275405346
61.16,61.09452996925671
48.74,48.70382943137617
81.86,81.854748711697
43.88,43.79138184421
66.38,66.30929208885811
53.96,53.95974180692382
52.88,52.818370256809594
45.32,45.422258045259376
76.28,76.28850216047863
80.6,80.59620262060517
50.18,50.16271270859311
41.36,41.359596559411436
84.02,84.00334885629452
58.28,58.24401968422218
61.88,62.14781184223313
39.38,39.403786501895915
66.74000000000001,66.9548943851249
79.34,79.38507763457501
82.94,82.9319431358283
39.74,39.58367287399244
80.96000000000001,80.96539682123964
68.18,67.95860960742046
52.34,52.38538332500633
82.22,82.199148488362
66.56,66.40360398788575
69.25999999999999,69.07294820018944
62.06,62.14781184223313
79.52,79.51579649962814
78.08000000000001,78.10149838797008
59.72,59.28820768011142
82.75999999999999,82.78134318804732
68.53999999999999,68.68417768030157
77.18,77.18107838569264
33.98,33.87938882336641
75.02,75.01336213195133
77.36,77.29570869127527
79.52,79.51579649962814
53.24,53.2787682438785
78.98,78.9491329086878
70.7,70.71129328776817
79.88,79.87855284990864
83.12,83.11109738719979
53.06,53.2217682438785
78.08000000000001,78.10149838797008
76.82,76.84720861164728
40.64,40.69881448272404
48.02,48.18474397238711
51.26,51.07020997862205
50.18,50.16271270859311
37.22,37.26779371529183
80.78,80.76715116650396
80.06,80.05459070633353
53.06,53.2217682438785
69.44,69.45555047289562
31.82,31.735945641346294
68.0,67.942903709237
82.03999999999999,82.02383134970259
48.2,48.20540037230135
84.92,85.1441648692006
81.32,81.31619313516113
79.88,79.87855284990864
82.03999999999999,82.02383134970259
80.96000000000001,80.96539682123964
53.24,53.2787682438785
39.02,39.2004211990817
77.18,77.18107838569264
73.94,73.9347262771498
35.96,35.9677280919006
80.06,80.05459070633353
80.96000000000001,80.96539682123964
62.24,62.28956275405346
72.68,72.6743886295478
39.02,39.2004211990817
66.92,67.04410215009453
51.44,51.5360558477659
70.16,70.30565618788943
56.120000000000005,56.080862121526685
84.56,84.55001208032789
76.1,76.07705681634909
41.72,41.81257123893394
46.58,46.44171408484523
24.98,24.406095949535306
61.88,62.14781184223313
82.94,82.9319431358283
57.56,57.67188172978227
54.86,54.85218394368578
57.92,57.98949272092918
75.74000000000001,75.67020992285465
50.540000000000006,50.16271270859311
45.5,45.44913893107941
67.28,67.2858540916312
38.66,38.66273655817372
43.88,43.79138184421
45.68,45.706933825392
43.88,43.79138184421
81.32,81.31619313516113
48.74,48.70382943137617
81.5,81.49271186372795
66.74000000000001,66.9548943851249
76.64,76.59067890177319
78.44,78.44161637575768
69.08000000000001,69.05063017114985
81.5,81.49271186372795
55.94,56.06424620936316
73.03999999999999,73.2229413482878
71.24000000000001,70.99143547625059
31.28,31.26419739902552
42.8,42.6867380721845
51.44,51.5360558477659
39.38,39.403786501895915
70.52,70.51616143405191
56.120000000000005,56.080862121526685
44.42,44.3968621329173
74.84,74.7810649711205
79.16,79.15091092855795
57.02,56.85933254579975
65.48,65.16640580718848
75.92,75.96366644811697
60.08,60.47972911751129
44.6,44.3968621329173
45.32,45.422258045259376
63.5,63.54756576156438
53.42,53.399148812473335
68.72,68.7440198892609
62.42,62.28956275405346
49.82,49.811120277963184
60.98,60.96522461019776
64.75999999999999,64.7240285390949
68.72,68.7440198892609
74.48,74.42554202068202
70.88,70.79370820352331
77.9,77.91483056839141
41.54,41.45313789524799
56.120000000000005,56.080862121526685
67.46000000000001,67.47231110787716
80.42,80.41737523248416
43.52,43.5327079368361
33.26,33.07674991218311
46.94,46.963679821796575
75.2,75.13566523164768
60.44,60.56258707205674
69.25999999999999,69.07294820018944
78.80000000000001,78.80593032726553
81.32,81.31619313516113
49.82,49.811120277963184
78.44,78.44161637575768
39.74,39.58367287399244
71.42,71.57844491118146
73.22,73.2229413482878
33.44,33.83022994306071
77.53999999999999,77.58039723416148
71.96000000000001,71.85306921055064
42.98,43.17346101753629
44.42,44.3968621329173
79.7,79.70477217653857
57.74,57.94677391360305
56.66,56.596695758853684
67.46000000000001,67.47231110787716
52.34,52.38538332500633
48.02,48.18474397238711
40.82,40.73225765028506
60.98,60.96522461019776
59.900000000000006,60.47972911751129
80.96000000000001,80.96539682123964
78.80000000000001,78.80593032726553
41.54,41.45313789524799
43.34,43.34403529472397
41.18,41.247256023228324
51.26,51.07020997862205
58.46,58.47006684381684
70.88,70.79370820352331
84.02,84.00334885629452
40.64,40.69881448272404
64.58000000000001,64.53507553812258
63.14,63.09747930177418
73.75999999999999,73.81643773151258
49.82,49.811120277963184
82.94,82.9319431358283
57.2,56.94965981852703
70.88,70.79370820352331
62.78,62.909752791096096
80.96000000000001,80.96539682123964
77.18,77.18107838569264
63.68000000000001,63.633918160544084
81.14,81.13978293641175
59.72,59.28820768011142
46.22,46.32566704131534
69.62,69.66850728378121
76.82,76.84720861164728
55.76,55.82135655903787
78.62,78.60858583965066
46.76,46.912625738546836
67.64,67.69068865235009
53.42,53.399148812473335
78.98,78.9491329086878
79.52,79.51579649962814
61.34,61.142979969256714
55.58,55.626798446543674
66.38,66.30929208885811
72.68,72.6743886295478
72.86,72.6743886295478
53.42,53.399148812473335
55.040000000000006,54.966152840702335
64.58000000000001,64.53507553812258
83.84,83.86822966044025
83.48,83.41756366811755
55.58,55.626798446543674
75.02,75.01336213195133
78.08000000000001,78.10149838797008
80.78,80.76715116650396
48.56,48.5318580019126
57.38,57.59078173785643
68.53999999999999,68.68417768030157
60.26,60.515337072056745
49.46,49.41422670072735
36.68,36.50906133296891
66.74000000000001,66.9548943851249
62.6,62.909752791096096
44.06,44.27850711792306
62.78,62.909752791096096
51.620000000000005,51.543634799959115
77.18,77.18107838569264
74.48,74.42554202068202
47.84,47.60166496594282
72.86,72.6743886295478
73.22,73.2229413482878
79.52,79.51579649962814
78.25999999999999,78.2540331174215
80.6,80.59620262060517
74.30000000000001,74.29538219446248
45.5,45.44913893107941
79.16,79.15091092855795
78.44,78.44161637575768
82.58000000000001,82.58443718930792
62.06,62.14781184223313
55.040000000000006,54.966152840702335
58.28,58.24401968422218
84.02,84.00334885629452
77.36,77.29570869127527
57.74,57.94677391360305
43.88,43.79138184421
73.03999999999999,73.2229413482878
71.78,71.85306921055064
78.44,78.44161637575768
47.120000000000005,47.164349939004744
41.9,41.93115140881992
73.22,73.2229413482878
75.56,75.58934961061097
80.96000000000001,80.96539682123964
74.12,74.13585629012411
67.1,67.16342729510802
79.52,79.51579649962814
82.58000000000001,82.58443718930792
74.30000000000001,74.29538219446248
80.78,80.76715116650396
82.94,82.9319431358283
78.80000000000001,78.80593032726553
39.02,39.2004211990817
60.8,60.85058328615706
41.18,41.247256023228324
70.52,70.51616143405191
33.8,33.83022994306071
38.12,38.02910677655021
60.44,60.56258707205674
59.72,59.28820768011142
73.58000000000001,73.56447915517042
35.42,35.55520851458016
56.66,56.596695758853684
45.68,45.706933825392
79.34,79.38507763457501
61.16,61.09452996925671
39.02,39.2004211990817
47.84,47.60166496594282
67.46000000000001,67.47231110787716
77.53999999999999,77.58039723416148
77.0,77.02146945102086
29.48,29.43519741052364
79.52,79.51579649962814
61.88,62.14781184223313
65.12,64.9557027130476
51.26,51.07020997862205
49.64,49.726686785322684
58.28,58.24401968422218
77.53999999999999,77.58039723416148
42.26,42.19231884323519
63.68000000000001,63.633918160544084
48.74,48.70382943137617
53.6,53.648022260665876
69.25999999999999,69.07294820018944
39.2,39.21396278196329
78.80000000000001,78.80593032726553
57.38,57.59078173785643
50.900000000000006,51.04251452244359
80.06,80.05459070633353
41.36,41.359596559411436
82.4,82.39473849193041
61.16,61.09452996925671
37.76,37.640859854239295
82.58000000000001,82.58443718930792
58.82,58.84481794110708
79.34,79.38507763457501
60.44,60.56258707205674
83.12,83.11109738719979
56.48,56.354953030617594
41.18,41.247256023228324
61.16,61.09452996925671
79.88,79.87855284990864
76.1,76.07705681634909
59.72,59.28820768011142
64.03999999999999,64.08682079961001
44.96,45.074231156655024
41.36,41.359596559411436
56.84,56.84249024061918
57.56,57.67188172978227
76.28,76.28850216047863
37.22,37.26779371529183
46.04,46.06598803766433
55.94,56.06424620936316
51.08,51.07020997862205
64.94,64.9557027130476
55.76,55.82135655903787
77.18,77.18107838569264
69.62,69.66850728378121
53.78,53.77930793491923
65.84,65.98835466717665
68.9,68.96609532592811
69.08000000000001,69.05063017114985
62.42,62.28956275405346
74.12,74.13585629012411
70.88,70.79370820352331
83.84,83.86822966044025
65.30000000000001,64.9557027130476
50.18,50.16271270859311
45.32,45.422258045259376
58.1,58.109717183195336
43.52,43.5327079368361
80.6,80.59620262060517
78.98,78.9491329086878
73.03999999999999,73.2229413482878
42.26,42.19231884323519
65.48,65.16640580718848
73.94,73.9347262771498
74.48,74.42554202068202
78.62,78.60858583965066
78.98,78.9491329086878
54.14,54.144587648583524
49.46,49.41422670072735
74.66,74.63267701634119
79.52,79.51579649962814
67.82,67.82957613964938
33.98,33.87938882336641
81.32,81.31619313516113
41.54,41.45313789524799
47.48,47.48123459656737
58.46,58.47006684381684
53.96,53.95974180692382
65.48,65.16640580718848
55.22,55.071968020611
78.08000000000001,78.10149838797008
80.96000000000001,80.96539682123964
56.84,56.84249024061918
77.36,77.29570869127527
50.0,49.999695851205324
40.1,40.35278226450687
46.58,46.44171408484523
38.66,38.66273655817372
58.28,58.24401968422218
62.96,62.963771730605956
61.34,61.142979969256714
39.92,39.941406873731346
56.120000000000005,56.080862121526685
80.06,80.05459070633353
83.12,83.11109738719979
48.02,48.18474397238711
77.0,77.02146945102086
22.64,24.406095949535306
78.08000000000001,78.10149838797008
32.72,32.730456071799125
48.92,48.858029431376174
46.76,46.912625738546836
77.36,77.29570869127527
38.3,38.39427301031645
50.36,50.16271270859311
64.4,64.4776364906582
67.46000000000001,67.47231110787716
34.88,34.93018131220171
77.9,77.91483056839141
68.0,67.942903709237
58.28,58.24401968422218
45.32,45.422258045259376
56.120000000000005,56.080862121526685
53.42,53.399148812473335
76.46000000000001,76.45364938118973
76.46000000000001,76.45364938118973
72.32,72.52766044694881
74.30000000000001,74.29538219446248
65.12,64.9557027130476
75.56,75.58934961061097
58.46,58.47006684381684
73.4,73.31784757622304
78.62,78.60858583965066
77.72,77.71059303835729
78.08000000000001,78.10149838797008
72.86,72.6743886295478
67.28,67.2858540916312
78.08000000000001,78.10149838797008
66.92,67.04410215009453
44.06,44.27850711792306
49.28,49.41422670072735
82.03999999999999,82.02383134970259
63.5,63.54756576156438
82.75999999999999,82.78134318804732
57.74,57.94677391360305
45.86,45.77840446682867
62.42,62.28956275405346
74.66,74.63267701634119
48.38,48.340079999116774
51.8,51.67400677708697
48.92,48.858029431376174
50.900000000000006,51.04251452244359
77.72,77.71059303835729
66.56,66.40360398788575
54.86,54.85218394368578
46.94,46.963679821796575
72.68,72.6743886295478
68.36,68.1787563892101
65.84,65.98835466717665
76.28,76.28850216047863
36.68,36.50906133296891
56.84,56.84249024061918
54.86,54.85218394368578
75.92,75.96366644811697
68.53999999999999,68.68417768030157
51.08,51.07020997862205
51.620000000000005,51.543634799959115
63.68000000000001,63.633918160544084
45.86,45.77840446682867
66.74000000000001,66.9548943851249
54.32,54.30886799567975
63.68000000000001,63.633918160544084
68.9,68.96609532592811
75.02,75.01336213195133
38.66,38.66273655817372
62.42,62.28956275405346
50.18,50.16271270859311
58.64,58.65516186130392
40.28,40.35278226450687
59.540000000000006,59.28820768011142
52.7,52.63427576246027
58.46,58.47006684381684
66.92,67.04410215009453
39.74,39.58367287399244
77.53999999999999,77.58039723416148
74.30000000000001,74.29538219446248
56.84,56.84249024061918
58.64,58.65516186130392
77.53999999999999,77.58039723416148
73.22,73.2229413482878
58.82,58.84481794110708
56.3,56.354953030617594
46.4,46.38528991565639
42.08,42.121980246227956
77.72,77.71059303835729
66.56,66.40360398788575
82.58000000000001,82.58443718930792
37.04,36.92710816461581
69.25999999999999,69.07294820018944
71.42,71.57844491118146
36.86,36.92710816461581
62.78,62.909752791096096
72.32,72.52766044694881
80.6,80.59620262060517
76.28,76.28850216047863
78.98,78.9491329086878
52.52,52.57619394464518
74.48,74.42554202068202
53.96,53.95974180692382
58.82,58.84481794110708
75.74000000000001,75.67020992285465
62.96,62.963771730605956
65.84,65.98835466717665
49.64,49.726686785322684
56.48,56.354953030617594
52.88,52.818370256809594
67.1,67.16342729510802
74.12,74.13585629012411
58.28,58.24401968422218
77.36,77.29570869127527
64.22,64.20272466140739
46.58,46.44171408484523
52.52,52.57619394464518
70.34,70.49140502537414
35.6,35.9677280919006
52.88,52.818370256809594
76.46000000000001,76.45364938118973
44.24,44.27850711792306
76.82,76.84720861164728
41.18,41.247256023228324
81.14,81.13978293641175
59.18,59.148458088731175
34.7,34.57269141146801
58.82,58.84481794110708
54.14,54.144587648583524
46.94,46.963679821796575
67.46000000000001,67.47231110787716
81.14,81.13978293641175
81.68,81.67878354512779
46.76,46.912625738546836
85.82,85.1441648692006
79.52,79.51579649962814
46.22,46.32566704131534
41.18,41.247256023228324
60.08,60.47972911751129
66.02,65.98835466717665
24.62,24.406095949535306
41.72,41.81257123893394
73.03999999999999,73.2229413482878
72.86,72.6743886295478
75.38,75.55514961061097
78.98,78.9491329086878
77.36,77.29570869127527
45.86,45.77840446682867
39.02,39.2004211990817
55.22,55.071968020611
50.900000000000006,51.04251452244359
38.84,38.87791462689063
55.040000000000006,54.966152840702335
44.24,44.27850711792306
57.56,57.67188172978227
81.32,81.31619313516113
78.44,78.44161637575768
76.46000000000001,76.45364938118973
52.88,52.818370256809594
50.18,50.16271270859311
54.32,54.30886799567975
66.74000000000001,66.9548943851249
56.66,56.596695758853684
69.25999999999999,69.07294820018944
78.44,78.44161637575768
75.2,75.13566523164768
79.16,79.15091092855795
75.2,75.13566523164768
80.96000000000001,80.96539682123964
82.58000000000001,82.58443718930792
44.96,45.074231156655024
51.98,51.95463755824588
